# Wavelength (um)  Tansit_Depth (%)  Transit_Depth_Error Wavelength_Width (um)
2.45750e+00 1.97524e-02 1.21000e-04 7.50000e-03
2.47250e+00 1.97508e-02 1.23000e-04 7.50000e-03
2.48750e+00 1.99015e-02 1.26000e-04 7.50000e-03
2.50250e+00 2.00539e-02 1.30000e-04 7.50000e-03
2.51750e+00 2.00177e-02 1.43000e-04 7.50000e-03
2.53250e+00 2.01299e-02 1.96000e-04 7.50000e-03
2.54750e+00 2.02556e-02 3.04000e-04 7.50000e-03
2.56250e+00 2.02872e-02 1.96000e-04 7.50000e-03
2.57750e+00 2.02460e-02 2.11000e-04 7.50000e-03
2.59250e+00 2.02094e-02 2.65000e-04 7.50000e-03
2.60750e+00 2.01941e-02 2.83000e-04 7.50000e-03
2.62250e+00 2.01896e-02 3.12000e-04 7.50000e-03
2.63750e+00 2.01971e-02 3.11000e-04 7.50000e-03
2.65250e+00 2.04645e-02 3.95000e-04 7.50000e-03
2.66750e+00 2.10773e-02 3.62000e-04 7.50000e-03
2.68250e+00 2.11358e-02 4.31000e-04 7.50000e-03
2.69750e+00 2.13498e-02 7.40000e-05 7.50000e-03
2.71250e+00 2.13344e-02 6.80000e-05 7.50000e-03
2.72750e+00 2.10359e-02 6.80000e-05 7.50000e-03
2.74250e+00 2.09169e-02 6.30000e-05 7.50000e-03
2.75750e+00 2.09424e-02 6.70000e-05 7.50000e-03
2.77250e+00 2.10126e-02 5.90000e-05 7.50000e-03
2.78750e+00 2.08015e-02 6.50000e-05 7.50000e-03
2.80250e+00 2.10494e-02 5.60000e-05 7.50000e-03
2.81750e+00 2.12931e-02 6.40000e-05 7.50000e-03
2.83250e+00 2.09162e-02 5.90000e-05 7.50000e-03
2.84750e+00 2.09477e-02 6.40000e-05 7.50000e-03
2.86250e+00 2.07259e-02 5.70000e-05 7.50000e-03
2.87750e+00 2.05887e-02 6.00000e-05 7.50000e-03
2.89250e+00 2.05631e-02 5.50000e-05 7.50000e-03
